review_id,feature,shopping_stage,pain_point,exploration_barrier,user_need,discovery_method,category_mentioned,sentiment,severity,exploration_banner
1064,Offers,Checkout,Hidden surge charges applied despite free delivery promises.,Price Concern,Honest free delivery policies.,Offers,Unknown,Negative,High,
1067,Pricing,Checkout,High prices and short delivery items with poor support.,Price Concern,Better prices and accurate delivery quantities.,Unknown,Unknown,Negative,High,
1068,Checkout,Post-Purchase,Terrible product quality and unhelpful customer support.,Trust,Reliable support and quality products.,Unknown,Personal Care,Negative,High,
1069,Inventory,Browsing,Out of stock items are listed on the app.,Lack of Awareness,Accurate inventory listings.,Unknown,Unknown,Negative,Medium,
1072,Inventory,Browsing,Required products are never available.,Lack of Awareness,Better product availability.,Unknown,Unknown,Negative,Medium,
1075,Checkout,Post-Purchase,Missing items and unhelpful generic support responses.,Trust,Transparent complaint resolution and accurate deliveries.,Unknown,Unknown,Negative,High,
1077,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1084,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1085,Pricing,Checkout,Delivery charges increase unfairly with each order.,Price Concern,Lower and consistent delivery charges.,Unknown,Unknown,Negative,Medium,
1086,Pricing,Browsing,Overall costs are too high without delivery charges.,Price Concern,Lower overall product prices.,Unknown,Unknown,Negative,Medium,
1087,Pricing,Checkout,Charged higher than Maximum Retail Price.,Price Concern,Strict adherence to MRP pricing.,Unknown,Unknown,Negative,High,
1088,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1091,Inventory,Browsing,Unknown,Unknown,Consistent product availability.,Unknown,Unknown,Positive,Low,
1092,Delivery,Post-Purchase,Store staff pack damaged or expired items.,Trust,Better quality checks by packing staff.,Unknown,Unknown,Negative,High,
1093,Delivery,Discovery,Unknown,Unknown,Quick emergency deliveries.,Unknown,Unknown,Positive,Low,
1097,Inventory,Browsing,Product variety and stock levels are too low.,Limited Information,Increase product variety and stock availability.,Unknown,Unknown,Negative,High,
1098,General Experience,Browsing,Product quality is not up to standard.,Trust,Improve product quality standards.,Unknown,Unknown,Negative,Medium,
1099,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1101,Inventory,Post-Purchase,Delivered a used and broken item.,Trust,Ensure quality checks before delivery.,Unknown,Household Essentials,Negative,High,
1102,Inventory,Checkout,Items show currently unavailable and orders get cancelled.,App Experience,Ensure proper service and reliable delivery support.,Unknown,Unknown,Negative,High,
1103,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1106,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1107,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1108,Pricing,Browsing,Facing frequent price issues on regular items.,Price Concern,Stable and fair pricing on products.,Previous Orders,Unknown,Negative,Medium,
1110,Pricing,Browsing,Some products are priced much higher than outside markets.,Price Concern,Lower prices matching market rates.,Unknown,Unknown,Negative,High,
1111,Homepage,Browsing,Unknown,Unknown,Unknown,Homepage,Unknown,Positive,Low,
1112,Inventory,Post-Purchase,Poor product quality and unsealed items delivered.,Trust,Deliver sealed and high quality products.,Unknown,Personal Care,Negative,High,
1113,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1117,Pricing,Browsing,Prices are higher than local market rates.,Price Concern,Competitive pricing matching local markets.,Unknown,Groceries,Negative,Medium,
1118,General Experience,Browsing,Unknown,Habit,Unknown,Previous Orders,Groceries,Neutral,Low,
1122,Pricing,Browsing,App is very expensive.,Price Concern,Lower prices.,Unknown,Unknown,Mixed,Medium,
1125,Pricing,Browsing,Prices are too high.,Price Concern,Consider better pricing.,Unknown,Unknown,Negative,Medium,
1126,General Experience,Browsing,Aggressive push sales tactics.,App Experience,Better customer-centric sales approach.,Unknown,Unknown,Neutral,Medium,
1130,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1132,Inventory,Post-Purchase,Delivered a clearly faulty product as a gift.,Trust,Mandatory quality checks before packing.,Unknown,Unknown,Negative,High,
1137,Inventory,Post-Purchase,Delivered chicken weight was less than ordered.,Unknown,Accurate item weights in orders.,Unknown,Groceries,Negative,Medium,
1138,Pricing,Checkout,Delivery charges and fees are too high.,Price Concern,Lower charges and better offers.,Unknown,Unknown,Negative,High,
1140,Checkout,Checkout,Delivery charge is too high and payment gateway unreliable.,Price Concern,Lower delivery charges and reliable payments.,Unknown,Unknown,Negative,High,
1142,Inventory,Post-Purchase,Chilled drinks arrive warm consistently.,Trust,Ensure cold items are delivered chilled.,Unknown,Snacks & Beverages,Negative,Medium,
1147,Pricing,Checkout,Extra charges applied for rain surge without rain.,Price Concern,Remove unfair rain surge fees.,Unknown,Unknown,Negative,Medium,
1149,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1150,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1153,Pricing,Checkout,Delivery charges are too high.,Price Concern,Lower delivery charges.,Unknown,Unknown,Negative,High,
1154,Inventory,Post-Purchase,Expired product sent with tampered expiry date.,Trust,Fresh unexpired products.,Unknown,Household Essentials,Negative,High,
1155,Inventory,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1157,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1159,Offers,Checkout,Discounts are lower compared to competitors.,Price Concern,Better discounts and offers.,Offers,Unknown,Neutral,Medium,
1163,Inventory,Post-Purchase,Delivered regular tomatoes instead of ordered organic ones.,Trust,Accurate product delivery.,Unknown,Groceries,Negative,Medium,
1164,Categories,Discovery,Unknown,Unknown,Unknown,Categories,Groceries,Positive,Low,
1168,Pricing,Checkout,High package and delivery charges.,Price Concern,Free delivery and free packaging.,Unknown,Unknown,Negative,High,
1169,Pricing,Checkout,Unnecessary delivery charges applied.,Price Concern,Remove delivery charges.,Unknown,Unknown,Negative,Medium,
1170,Checkout,Checkout,Handling charges added unexpectedly.,Price Concern,Transparent pricing without extra fees.,Unknown,Unknown,Neutral,Low,
1171,Inventory,Post-Purchase,Damaged products delivered multiple times without accountability.,Trust,Undamaged products and better customer accountability.,Unknown,Unknown,Negative,High,
1173,General Experience,Discovery,Unknown,Habit,Fast instant grocery delivery.,Unknown,Groceries,Positive,Low,
1174,Checkout,Checkout,Bill not showing and delivery charges high.,Price Concern,Clear bill display and lower delivery charges.,Unknown,Unknown,Negative,High,
1177,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1178,Categories,Browsing,Unknown,Unknown,Unknown,Categories,Electronics,Positive,Low,
1180,Homepage,Discovery,Unknown,Unknown,Unknown,Homepage,Unknown,Positive,Low,
1181,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1182,Pricing,Browsing,Prices are higher than competitors.,Price Concern,Lower competitive prices.,Unknown,Unknown,Negative,High,
1183,Categories,Browsing,Cannot hide non vegetarian items.,App Experience,Add option to hide non veg items.,Categories,Snacks & Beverages,Negative,Medium,
1184,Checkout,Checkout,Delivery charges are hidden.,Price Concern,Show transparent delivery charges.,Unknown,Unknown,Negative,High,
1185,Inventory,Post-Purchase,Printout quality is very bad.,Unknown,Better print quality.,Unknown,Household Essentials,Negative,Medium,
1188,Pricing,Browsing,Rates have increased over time.,Price Concern,Lower prices.,Unknown,Unknown,Neutral,Low,
1190,Offers,Browsing,Competitors give better deals.,Price Concern,Better deals and offers.,Offers,Unknown,Negative,Medium,
1191,Inventory,Selection,Expiry dates are erased on discounted items.,Trust,Clear expiry date information.,Offers,Unknown,Negative,High,
1193,Cart,Checkout,Handling and delivery charges double the price.,Price Concern,Fair pricing without extra charges.,Unknown,Unknown,Negative,High,
1194,Checkout,Checkout,Unclear convenience and handling charges.,Price Concern,Transparent charge details.,Unknown,Unknown,Neutral,Medium,
1196,Inventory,Discovery,Products are sometimes unavailable.,App Experience,Better inventory availability.,Unknown,Unknown,Mixed,Medium,
1198,Inventory,Post-Purchase,Quality of perishable items and electronics is poor.,Trust,Better product quality.,Unknown,Electronics,Mixed,High,
1199,Inventory,Post-Purchase,Delivered stale damaged or expired products.,Trust,Thorough quality checks before delivery.,Unknown,Groceries,Negative,High,
1200,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1203,Inventory,Post-Purchase,Items missing after order confirmation.,Trust,Accurate order fulfillment.,Unknown,Unknown,Negative,High,
1207,Pricing,Checkout,Delivery charges are too high.,Price Concern,Lower delivery charges.,Unknown,Unknown,Negative,High,
1209,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
1210,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Positive,Low,
1212,Checkout,Checkout,Excessive hidden fees and delayed deliveries.,Price Concern,Lower delivery charges.,Unknown,Groceries,Negative,High,
1214,Categories,Discovery,Certain specific toys are unavailable.,Lack of Awareness,Better product availability.,Search,Unknown,Neutral,Low,
1220,Inventory,Browsing,Popular electronics like PS5 are frequently out of stock.,Limited Information,Better stock updates.,Search,Electronics,Negative,High,
1221,General Experience,Discovery,High overlap of dark store locations across competitors.,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
1225,Checkout,Post-Purchase,Damaged items received and unhelpful customer support.,Trust,Better customer service.,Unknown,Snacks & Beverages,Negative,High,
1226,Pricing,Browsing,Overpaying for everyday groceries across platforms.,Price Concern,Lower prices.,Search,Groceries,Neutral,Medium,
1227,Pricing,Browsing,Constantly switching apps to compare prices.,App Experience,Easy price comparison.,Search,Groceries,Neutral,Medium,
1230,Pricing,Browsing,Significant price variations between milk brands.,Price Concern,Cheaper dairy products.,Categories,Snacks & Beverages,Neutral,Low,
1231,Inventory,Discovery,Local grocery options are limited.,Unknown,Wider availability.,Unknown,Groceries,Neutral,Low,
1233,Checkout,Post-Purchase,Incomplete delivery of promotional offers and poor refund policy.,Trust,Full delivery of items.,Offers,Groceries,Negative,High,
1234,Pricing,Browsing,Quick commerce vegetables cost double compared to local markets.,Price Concern,Lower prices on vegetables.,Categories,Groceries,Negative,High,
1236,General Experience,Discovery,Over-reliance on quick commerce for basic needs.,Habit,Unknown,Unknown,Groceries,Neutral,Low,
1237,Search,Searching,Specific food items are hard to find on quick commerce apps.,Lack of Awareness,Better search availability.,Search,Snacks & Beverages,Neutral,Low,
1239,Delivery,Delivery,Average order times have significantly increased.,App Experience,Faster delivery times.,Unknown,Groceries,Negative,High,
1240,Categories,Browsing,Unclear distinction between staple and emergency purchases.,No Need,Clear category distinction.,Categories,Groceries,Neutral,Low,
1241,Categories,Browsing,Tracking and shopping weekly home essentials is painful.,Habit,Automated weekly essential shopping.,Categories,Household Essentials,Negative,Medium,
1242,Search,Searching,Favorite snack items are missing for months.,Lack of Awareness,Wider snack availability.,Search,Snacks & Beverages,Negative,Medium,
1244,Checkout,Post-Purchase,Missing items and unhelpful chat support for refunds.,Trust,Instant refunds for missing items.,Unknown,Groceries,Negative,High,
1245,Categories,Browsing,Concerns about the health and quality of online vegetables.,Trust,Organic fresh produce.,Categories,Groceries,Negative,Medium,
1246,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
1247,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
1249,Inventory,Selection,Received rotting and incorrect grocery items.,Trust,Top quality products and hassle-free refunds.,Unknown,Groceries,Negative,High,
1250,General Experience,Discovery,Late working hours make store visits impossible.,Unknown,Reliable grocery delivery for late hours.,Unknown,Groceries,Neutral,Low,
1253,Pricing,Selection,Products are much more expensive compared to supermarkets.,Price Concern,Lower prices matching supermarkets.,Unknown,Unknown,Negative,Medium,
1255,Inventory,Post-Purchase,Vegetables rot very quickly and smell pungent.,Trust,Fresh and safe vegetables without rotting.,Unknown,Groceries,Negative,High,
1258,Search,Searching,Lack of quality banana chips available on the app.,Limited Information,Better variety of regional snacks.,Search,Snacks & Beverages,Negative,Medium,
1259,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
1260,Offers,Discovery,Unknown,Habit,Better offers across platforms.,Offers,Unknown,Mixed,Low,
1262,Search,Searching,Bathing soap bars break apart and crumble easily.,Limited Information,Durable bathing soaps available on app.,Search,Personal Care,Negative,Medium,
1263,Delivery,Checkout,Delivery is suspended in protest zones due to restrictions.,App Experience,Delivery services in restricted zones.,Unknown,Medicines,Negative,High,
1264,Delivery,Checkout,Deliveries get intercepted or fail to reach protest sites.,App Experience,Reliable delivery to verified pickup spots.,Unknown,Household Essentials,Neutral,Medium,
1265,Delivery,Checkout,Food deliveries are going to waste due to surplus.,Lack of Awareness,Information on actual required items.,Unknown,Groceries,Neutral,Low,
